,Number of trajectories,AUROC,AUPR,state estimator
22,23,0.9998666666666667,0.9988191461199866,exact update
23,24,0.9999555555555555,0.9996039215686274,exact update
24,25,1.0,1.0,exact update
25,26,1.0,1.0,exact update
26,27,0.9999555555555555,0.9996039215686274,exact update
27,28,1.0,1.0,exact update
28,29,1.0,1.0,exact update
29,30,1.0,1.0,exact update
0,1,0.8422666666666667,0.343311424151346,exact update
1,2,0.9021333333333333,0.4611612123222706,exact update
